payment_id,customer_id,prediction_time,logged_action,logging_probability,logged_recovered,base_policy_intervention,fraud_flag,selected_action,decision_type,fallback_used,failure_class,risk_checks_passed,probability_margin,expected_value_margin_inr,margin_fallback_triggered,decision_reasons,predicted_retry_payment_probability,retry_payment_supported,retry_payment_support_count,retry_payment_support_ess,predicted_payment_link_probability,payment_link_supported,payment_link_support_count,payment_link_support_ess,predicted_whatsapp_reminder_probability,whatsapp_reminder_supported,whatsapp_reminder_support_count,whatsapp_reminder_support_ess,predicted_escalate_to_merchant_probability,escalate_to_merchant_supported,escalate_to_merchant_support_count,escalate_to_merchant_support_ess
TXN0000087805,C008611,2024-11-30 17:26:39,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,customer_decline,True,0.02822995,5.75000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:19.86"", ""probability_margin:0.04540652"", ""fallback_ineligible""]",0.61663252,True,359,56.24386377,0.64486247,True,85,37.80492775,0.59945595,True,126,41.91580028,0.48428082,True,694,97.85794000
TXN0000112982,C008946,2024-11-30 18:04:02,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,technical_retryable,True,0.02522910,21.21000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:21.2"", ""probability_margin:0.05996615"", ""decision_margin_passed""]",0.74524188,True,359,56.24386377,0.80520803,True,85,37.80492775,0.77997893,True,126,41.91580028,0.67248386,True,694,97.85794000
TXN0000065598,C002677,2024-11-30 19:05:37,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,customer_decline,True,0.02634525,30.20000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:19.27"", ""probability_margin:0.02634525"", ""fallback_ineligible""]",0.56367546,True,134,25.67475706,0.61042845,True,55,23.54174517,0.58408320,True,69,17.37637634,0.39815447,True,213,29.38877094
TXN0000127270,C008345,2024-11-30 19:12:11,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,no_action,stop,False,authentication_required,False,0.05346584,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.51827335,True,47,47.00000000,0.57173920,False,2,2.00000000,0.51629776,False,21,3.60798899,0.39883998,False,12,3.68852452
TXN0000041838,C004026,2024-11-30 19:22:45,whatsapp_reminder,0.03333333,0,retry_payment,0,no_action,stop,False,customer_decline,False,0.02238345,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.55510396,True,58,8.97709815,0.60748434,False,25,3.45418296,0.58510089,False,10,3.52962620,0.41953620,False,12,7.36805008
TXN0000190008,C009176,2024-11-30 19:29:33,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,authentication_required,False,0.06309265,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.51287031,True,382,61.49646714,0.61922258,True,55,50.36414754,0.55612993,True,122,42.51287438,0.39668083,True,685,101.16768160
TXN0000127885,C008886,2024-11-30 19:46:07,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.02756298,,False,"[""decision_uncertain"", ""expected_value_margin:21.17446279525757"", ""probability_margin:0.009417057037353516"", ""margin_not_applicable_to_non_allow_decision""]",0.59985310,True,134,25.67475706,0.59043604,True,55,23.54174517,0.62741607,True,69,17.37637634,0.46032247,True,213,29.38877094
TXN0000106156,C001384,2024-11-30 19:57:57,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.08304721,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.58396316,False,49,7.23938140,0.70249367,False,8,4.29589038,0.61944646,False,23,3.80324523,0.46734712,False,11,2.70552140
TXN0000077059,C004638,2024-11-30 20:02:31,retry_payment,0.90000000,1,retry_payment,0,payment_link,fallback,True,customer_decline,True,0.01394373,,False,"[""decision_uncertain"", ""expected_value_margin:27.58958601951599"", ""probability_margin:0.013943731784820557"", ""margin_not_applicable_to_non_allow_decision""]",0.66162014,True,387,66.60326136,0.73552096,True,625,91.91881191,0.72157723,True,50,36.09870729,0.55167353,True,196,56.61961283
TXN0000148365,C002776,2024-11-30 20:29:37,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,technical_retryable,True,0.00159866,13.98000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:13.97"", ""probability_margin:0.05385768"", ""decision_margin_passed""]",0.59885937,True,359,56.24386377,0.65271705,True,85,37.80492775,0.65111840,True,126,41.91580028,0.47577912,True,694,97.85794000
TXN0000007535,C006976,2024-11-30 20:34:58,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,authentication_required,True,0.04947779,54.34000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:30.01"", ""probability_margin:0.04947779"", ""fallback_ineligible""]",0.41190150,True,134,25.67475706,0.50752115,True,55,23.54174517,0.45804337,True,69,17.37637634,0.37706217,True,213,29.38877094
TXN0000105974,C000530,2024-11-30 21:42:13,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.01139569,,False,"[""decision_uncertain"", ""expected_value_margin:3.4121395349502563"", ""probability_margin:0.044929683208465576"", ""margin_not_applicable_to_non_allow_decision""]",0.61478460,True,382,61.49646714,0.65971428,True,55,50.36414754,0.67110997,True,122,42.51287438,0.50048405,True,685,101.16768160
TXN0000184408,C000060,2024-11-30 22:02:21,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.02014932,,False,"[""decision_uncertain"", ""expected_value_margin:0.9872305393218994"", ""probability_margin:-0.007524430751800537"", ""margin_not_applicable_to_non_allow_decision""]",0.47947094,True,134,25.67475706,0.48699537,True,55,23.54174517,0.50714469,True,69,17.37637634,0.35793820,True,213,29.38877094
TXN0000174905,C008187,2024-12-01 07:16:45,retry_payment,0.90000000,0,retry_payment,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.00922179,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.66969746,True,359,56.24386377,0.69131732,True,85,37.80492775,0.68209553,True,126,41.91580028,0.52503383,True,694,97.85794000
TXN0000086916,C006704,2024-12-01 07:18:47,retry_payment,0.90000000,0,retry_payment,0,payment_link,fallback,True,authentication_required,True,0.01663506,,False,"[""decision_uncertain"", ""expected_value_margin:55.44038915634155"", ""probability_margin:0.01663506031036377"", ""margin_not_applicable_to_non_allow_decision""]",0.61220658,True,387,66.60326136,0.63939393,True,625,91.91881191,0.62275887,True,50,36.09870729,0.44511428,True,196,56.61961283
TXN0000150875,C003891,2024-12-01 10:08:44,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.00786620,,False,"[""decision_uncertain"", ""expected_value_margin:28.61132913827896"", ""probability_margin:0.010521352291107178"", ""margin_not_applicable_to_non_allow_decision""]",0.54900271,True,129,19.07760664,0.53848135,True,218,30.47265689,0.55686891,True,34,21.95535821,0.43657479,True,65,18.84615345
TXN0000052677,C005546,2024-12-01 10:18:47,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,fallback,True,authentication_required,True,0.03454739,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.61576605,True,172,27.72056966,0.60315382,False,17,16.07278182,0.65031344,True,66,18.92736169,0.48799849,True,211,29.09046962
TXN0000225750,C000380,2024-12-01 11:18:32,retry_payment,0.90000000,1,retry_payment,0,payment_link,fallback,True,customer_decline,True,0.04808992,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.59299338,True,59,8.94277964,0.64539081,True,90,12.53697431,0.59730089,False,19,4.27099396,0.43730262,True,43,10.73819641
TXN0000097190,C007060,2024-12-01 11:41:05,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,technical_retryable,True,0.03183073,54.12000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:54.12"", ""probability_margin:0.02412438"", ""decision_margin_passed""]",0.63585150,True,129,19.07760664,0.65997589,True,218,30.47265689,0.69180661,True,34,21.95535821,0.51533574,True,65,18.84615345
TXN0000026943,C001490,2024-12-01 11:42:54,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.01397175,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.65139151,True,58,8.97709815,0.69155902,False,25,3.45418296,0.67758727,False,10,3.52962620,0.50321704,False,12,7.36805008
TXN0000122221,C005818,2024-12-01 12:07:29,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,fallback,True,customer_decline,True,0.00574106,,False,"[""decision_uncertain"", ""expected_value_margin:44.66494965553284"", ""probability_margin:0.00574105978012085"", ""margin_not_applicable_to_non_allow_decision""]",0.63862139,True,387,66.60326136,0.64490724,True,625,91.91881191,0.65064830,True,50,36.09870729,0.39867461,True,196,56.61961283
TXN0000082464,C009557,2024-12-01 12:24:05,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,fallback,True,authentication_required,True,0.04529828,,False,"[""decision_uncertain"", ""expected_value_margin:6.039584934711456"", ""probability_margin:0.04529827833175659"", ""margin_not_applicable_to_non_allow_decision""]",0.62049371,True,382,61.49646714,0.69860423,True,55,50.36414754,0.65330595,True,122,42.51287438,0.51291412,True,685,101.16768160
TXN0000154113,C007893,2024-12-01 12:31:15,payment_link,0.90000000,1,payment_link,0,payment_link,allow,False,technical_retryable,True,0.07351008,431.09000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:431.09"", ""probability_margin:0.09094656"", ""decision_margin_passed""]",0.41713184,True,59,8.94277964,0.50807840,True,90,12.53697431,0.43456832,False,19,4.27099396,0.26130843,True,43,10.73819641
TXN0000208399,C002330,2024-12-01 13:15:00,whatsapp_reminder,0.03333333,0,retry_payment,0,no_action,stop,False,authentication_required,False,0.01443136,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.66805160,True,172,27.72056966,0.69910055,False,17,16.07278182,0.68466920,True,66,18.92736169,0.55893642,True,211,29.09046962
TXN0000015124,C003987,2024-12-01 14:09:11,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.00446516,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.49797961,True,172,27.72056966,0.55532831,False,17,16.07278182,0.55979347,True,66,18.92736169,0.40090543,True,211,29.09046962
TXN0000013269,C001864,2024-12-01 14:25:38,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,customer_decline,True,0.04959118,70.89000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:67.03"", ""probability_margin:0.04959118"", ""fallback_ineligible""]",0.62750429,True,362,56.55389812,0.68397021,True,241,49.77543607,0.63437903,True,96,34.06733257,0.46801513,True,512,71.09486331
TXN0000181897,C004556,2024-12-01 14:57:47,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.01499224,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.53758132,True,172,27.72056966,0.55242938,False,17,16.07278182,0.56742162,True,66,18.92736169,0.43784869,True,211,29.09046962
TXN0000233421,C008272,2024-12-01 15:03:17,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,authentication_required,False,0.02241647,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.68252790,False,49,7.23938140,0.70494437,False,8,4.29589038,0.68083274,False,23,3.80324523,0.55590999,False,11,2.70552140
TXN0000028590,C008724,2024-12-01 15:54:49,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,payment_link,allow,False,technical_retryable,True,0.01518714,22.80000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:22.8"", ""probability_margin:0.06725544"", ""decision_margin_passed""]",0.58374560,True,359,56.24386377,0.65100104,True,85,37.80492775,0.63581389,True,126,41.91580028,0.48052606,True,694,97.85794000
TXN0000127303,C009416,2024-12-01 17:00:27,retry_payment,0.90000000,1,retry_payment,0,payment_link,fallback,True,authentication_required,True,0.00460440,,False,"[""decision_uncertain"", ""expected_value_margin:6.0609405636787415"", ""probability_margin:0.00460439920425415"", ""margin_not_applicable_to_non_allow_decision""]",0.65198874,True,129,19.07760664,0.66642845,True,218,30.47265689,0.66182405,True,34,21.95535821,0.51445031,True,65,18.84615345
TXN0000220979,C004061,2024-12-01 17:20:20,payment_link,0.90000000,0,payment_link,0,payment_link,fallback,True,customer_decline,True,0.00170445,,False,"[""decision_uncertain"", ""expected_value_margin:0.08339810371398926"", ""probability_margin:0.0017044544219970703"", ""margin_not_applicable_to_non_allow_decision""]",0.41478509,True,134,25.67475706,0.45105582,True,55,23.54174517,0.44935137,True,69,17.37637634,0.30547374,True,213,29.38877094
TXN0000178595,C000905,2024-12-01 17:29:09,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,fallback,True,customer_decline,True,0.00360024,,False,"[""decision_uncertain"", ""expected_value_margin:4.572154641151428"", ""probability_margin:0.0036002397537231445"", ""margin_not_applicable_to_non_allow_decision""]",0.63925302,True,134,25.67475706,0.67673522,True,55,23.54174517,0.68033546,True,69,17.37637634,0.51195610,True,213,29.38877094
TXN0000168809,C002999,2024-12-01 18:19:29,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,authentication_required,False,0.02152231,,False,"[""customer_opted_out"", ""margin_not_applicable_to_non_allow_decision""]",0.42526639,False,4,1.22950817,0.44678870,False,1,1.00000000,0.38279173,True,25,25.00000000,0.34626901,False,2,1.07397260
TXN0000097046,C009605,2024-12-01 19:30:55,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,payment_link,allow,False,technical_retryable,True,0.00494182,22.23000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:22.23"", ""probability_margin:0.02445614"", ""decision_margin_passed""]",0.57909787,True,134,25.67475706,0.60355401,True,55,23.54174517,0.59861219,True,69,17.37637634,0.44214222,True,213,29.38877094
TXN0000150209,C006267,2024-12-01 19:34:37,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.03589827,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.62076342,True,47,47.00000000,0.68439758,False,2,2.00000000,0.64849931,False,21,3.60798899,0.52237260,False,12,3.68852452
TXN0000183512,C002267,2024-12-01 19:39:24,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,technical_retryable,False,0.02700824,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.73326999,False,49,7.23938140,0.77690929,False,8,4.29589038,0.74990106,False,23,3.80324523,0.59894091,False,11,2.70552140
TXN0000114409,C007270,2024-12-01 20:41:59,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,fallback,True,customer_decline,True,0.02269876,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.66853780,True,172,27.72056966,0.72084349,False,17,16.07278182,0.69814473,True,66,18.92736169,0.59658021,True,211,29.09046962
TXN0000100634,C001802,2024-12-01 20:48:57,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,authentication_required,False,0.03200847,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.61345035,True,58,8.97709815,0.66710418,False,25,3.45418296,0.63509572,False,10,3.52962620,0.46924782,False,12,7.36805008
TXN0000001042,C001179,2024-12-01 21:01:29,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,customer_decline,True,0.03538531,34.70000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:21.95"", ""probability_margin:0.03538531"", ""fallback_ineligible""]",0.57616043,True,134,25.67475706,0.63858253,True,55,23.54174517,0.60319722,True,69,17.37637634,0.47296748,True,213,29.38877094
TXN0000212724,C007684,2024-12-01 22:05:11,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,technical_retryable,True,0.01694393,80.66000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:80.66"", ""probability_margin:0.06970313"", ""decision_margin_passed""]",0.46537063,True,134,25.67475706,0.53507376,True,55,23.54174517,0.51812983,True,69,17.37637634,0.33238509,True,213,29.38877094
TXN0000243702,C005218,2024-12-01 22:17:13,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,technical_retryable,True,0.01512259,377.99000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:377.99"", ""probability_margin:0.03639722"", ""decision_margin_passed""]",0.53637618,True,387,66.60326136,0.57277340,True,625,91.91881191,0.55765080,True,50,36.09870729,0.34271753,True,196,56.61961283
TXN0000151642,C003306,2024-12-01 23:21:49,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,no_action,stop,False,customer_decline,False,0.02382374,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.61545599,True,47,47.00000000,0.65894347,False,2,2.00000000,0.63511974,False,21,3.60798899,0.50589526,False,12,3.68852452
TXN0000078413,C006164,2024-12-02 07:27:14,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,customer_decline,False,0.02169615,,False,"[""customer_opted_out"", ""margin_not_applicable_to_non_allow_decision""]",0.60075200,True,126,18.74890631,0.63172263,False,9,9.00000000,0.61002648,True,73,15.08078281,0.50553977,True,237,33.53941007
TXN0000235545,C005384,2024-12-02 09:41:35,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,technical_retryable,False,0.02969587,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.62711591,False,49,7.23938140,0.65592104,False,8,4.29589038,0.68561691,False,23,3.80324523,0.48622227,False,11,2.70552140
TXN0000064092,C006595,2024-12-02 09:47:29,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,no_action,stop,False,authentication_required,False,0.05055320,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.57051468,True,47,47.00000000,0.64249939,False,2,2.00000000,0.59194618,False,21,3.60798899,0.47510535,False,12,3.68852452
TXN0000191381,C003589,2024-12-02 10:10:14,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,technical_retryable,False,0.00816351,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.55681926,False,19,3.41762696,0.60444301,False,2,2.00000000,0.59627950,False,6,6.00000000,0.47964975,False,1,1.00000000
TXN0000206345,C002258,2024-12-02 11:02:39,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.02040511,,False,"[""decision_uncertain"", ""expected_value_margin:1.879324197769165"", ""probability_margin:-0.05829215049743652"", ""margin_not_applicable_to_non_allow_decision""]",0.58960432,True,382,61.49646714,0.64789647,True,55,50.36414754,0.62749135,True,122,42.51287438,0.48351243,True,685,101.16768160
TXN0000110622,C000580,2024-12-02 11:36:20,escalate_to_merchant,0.03333333,0,retry_payment,0,no_action,stop,False,authentication_required,False,0.00085759,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.65774071,False,6,6.00000000,0.65785915,False,0,0.00000000,0.65871674,False,10,10.00000000,0.51262432,False,2,2.00000000
TXN0000037198,C007656,2024-12-02 12:02:14,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,technical_retryable,False,0.02971494,,False,"[""customer_opted_out"", ""margin_not_applicable_to_non_allow_decision""]",0.59074587,True,129,19.07760664,0.62337315,True,218,30.47265689,0.65308809,True,34,21.95535821,0.46436116,True,65,18.84615345
TXN0000180286,C005367,2024-12-02 12:09:13,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,no_action,stop,False,authentication_required,False,0.00580281,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.56793684,False,49,7.23938140,0.60503078,False,8,4.29589038,0.59922796,False,23,3.80324523,0.46702796,False,11,2.70552140
TXN0000026216,C002647,2024-12-02 12:47:37,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,customer_decline,False,0.04213178,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.59931940,False,18,18.00000000,0.64145118,False,1,1.00000000,0.56862414,False,7,3.29758098,0.46352875,False,0,0.00000000
TXN0000171607,C009427,2024-12-02 13:00:04,retry_payment,0.90000000,1,retry_payment,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.03907824,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.56173396,True,58,8.97709815,0.62153363,False,25,3.45418296,0.58245540,False,10,3.52962620,0.41531110,False,12,7.36805008
TXN0000026242,C006584,2024-12-02 13:45:52,retry_payment,0.90000000,0,retry_payment,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.00815636,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.64207029,True,58,8.97709815,0.67103833,False,3,3.00000000,0.67919469,False,24,3.90270249,0.52233618,False,8,8.00000000
TXN0000153246,C007035,2024-12-02 15:08:57,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.05079997,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.57765043,True,172,27.72056966,0.65534538,False,17,16.07278182,0.60454541,True,66,18.92736169,0.45891312,True,211,29.09046962
TXN0000179440,C008005,2024-12-02 15:25:18,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,technical_retryable,False,0.07881796,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.56415892,False,49,7.23938140,0.66760015,False,8,4.29589038,0.58878219,False,23,3.80324523,0.44347537,False,11,2.70552140
TXN0000051113,C007892,2024-12-02 15:28:04,whatsapp_reminder,0.03333333,0,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.03312135,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.78582269,True,58,8.97709815,0.82312834,False,25,3.45418296,0.79000700,False,10,3.52962620,0.65089738,False,12,7.36805008
TXN0000175671,C009006,2024-12-02 16:38:19,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,retry_payment,fallback,True,technical_retryable,True,0.01438105,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.67199022,True,58,8.97709815,0.70320129,False,3,3.00000000,0.71758235,False,24,3.90270249,0.57286173,False,8,8.00000000
TXN0000124451,C007529,2024-12-02 17:02:26,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,customer_decline,False,0.04099673,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.52860230,False,19,3.41762696,0.59256697,False,2,2.00000000,0.55157024,False,6,6.00000000,0.50668275,False,1,1.00000000
TXN0000107107,C002554,2024-12-02 17:17:32,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,allow,False,authentication_required,True,0.01510233,4.34000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:23.93"", ""probability_margin:0.03244877"", ""fallback_ineligible""]",0.57814640,True,134,25.67475706,0.56079996,True,55,23.54174517,0.59324872,True,69,17.37637634,0.47110724,True,213,29.38877094
TXN0000136061,C009184,2024-12-02 17:28:36,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.03786057,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.62297428,True,47,47.00000000,0.62882072,False,2,2.00000000,0.66668129,False,21,3.60798899,0.47668222,False,12,3.68852452
TXN0000087047,C007919,2024-12-02 17:40:19,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,technical_retryable,False,0.03023684,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.66967970,False,49,7.23938140,0.69991654,False,8,4.29589038,0.66747671,False,23,3.80324523,0.53629720,False,11,2.70552140
TXN0000183321,C008081,2024-12-02 18:08:20,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,fallback,True,authentication_required,True,0.02921462,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.69624990,True,172,27.72056966,0.73481470,False,17,16.07278182,0.70560008,True,66,18.92736169,0.59001774,True,211,29.09046962
TXN0000092145,C005101,2024-12-02 19:56:35,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,authentication_required,True,0.03408217,104.62000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:85.85"", ""probability_margin:0.03408217"", ""fallback_ineligible""]",0.62008703,True,129,19.07760664,0.66365278,True,218,30.47265689,0.62957060,True,34,21.95535821,0.48261699,True,65,18.84615345
TXN0000100564,C004906,2024-12-02 20:11:58,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,fallback,True,authentication_required,True,0.00712061,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.58738494,True,172,27.72056966,0.61359894,False,17,16.07278182,0.62071955,True,66,18.92736169,0.44637209,True,211,29.09046962
TXN0000062343,C002405,2024-12-02 20:22:05,retry_payment,0.90000000,0,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.01925290,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.59241730,True,58,8.97709815,0.68397063,False,3,3.00000000,0.66471773,False,24,3.90270249,0.51778126,False,8,8.00000000
